temperature,humidity,feed_intake,water_consumption,activity_level,symptoms,disease
43.7,88.4,Low,Medium,Moderate,Swollen Head|Lethargy|Ruffled Feathers|Difficulty Breathing|Sneezing|Watery Eyes,Avian Influenza
41.1,41.3,High,High,Active,Lethargy|Reduced Feeding,Healthy
40.9,55.4,Medium,Medium,Active,None,Healthy
41.5,64.4,Medium,Medium,Active,None,Healthy
41.4,62.0,High,High,Active,Lethargy,Healthy
41.4,65.6,Medium,High,Moderate,None,Healthy
43.3,47.8,Low,Medium,Weak,Lethargy|Sneezing|Twisted Neck|Reduced Egg Production|Swollen Head,Newcastle Disease
41.2,50.5,Medium,High,Moderate,None,Healthy
41.1,65.8,High,Medium,Active,None,Healthy
40.8,56.8,High,High,Active,None,Healthy
40.7,58.3,Medium,High,Active,Lethargy,Healthy
40.6,64.7,Low,Low,Active,Difficulty Breathing|Watery Eyes|Reduced Feeding|Sneezing|Lethargy|Coughing,Avian Influenza
43.3,50.0,Low,Low,Active,Sneezing|Ruffled Feathers|Reduced Egg Production|Coughing|Lethargy|Nasal Discharge,Avian Influenza
41.8,71.4,Low,Low,Weak,Ruffled Feathers|Swollen Head|Coughing,Avian Influenza
43.2,66.5,Low,High,Weak,Coughing|Reduced Egg Production|Difficulty Breathing|Lethargy|Watery Eyes,Newcastle Disease
40.9,53.6,Low,High,Moderate,None,Healthy
43.3,64.0,Low,Low,Weak,Reduced Feeding|Watery Eyes|Coughing|Swollen Head|Nasal Discharge,Avian Influenza
41.6,54.2,High,High,Active,None,Healthy
41.2,62.3,High,High,Moderate,Lethargy,Healthy
41.5,62.3,High,High,Active,None,Healthy
40.3,51.6,Low,High,Active,Difficulty Breathing|Ruffled Feathers,Healthy
41.4,60.4,High,High,Active,Reduced Egg Production,Healthy
41.9,53.5,Medium,High,Active,Difficulty Breathing,Healthy
42.5,86.7,Low,Low,Weak,Diarrhea|Difficulty Breathing|Sneezing,Newcastle Disease
41.5,66.3,High,High,Moderate,None,Healthy
41.5,52.3,Medium,High,Active,None,Healthy
42.3,87.5,Low,Low,Moderate,Nasal Discharge|Swollen Head|Twisted Neck|Lethargy,Avian Influenza
41.1,55.4,High,High,Moderate,Ruffled Feathers,Healthy
40.4,68.3,High,Medium,Active,Difficulty Breathing,Healthy
41.1,56.8,Medium,Low,Weak,Sneezing|Twisted Neck|Lethargy,Avian Influenza
41.2,46.1,Medium,Low,Weak,None,Healthy
41.3,57.7,Medium,Low,Active,None,Healthy
42.2,84.8,Medium,Low,Weak,Difficulty Breathing|Coughing|Diarrhea|Lethargy|Twisted Neck|Sneezing,Newcastle Disease
41.5,84.3,High,High,Active,Ruffled Feathers,Healthy
42.2,96.6,Low,High,Weak,Lethargy|Coughing|Swollen Head|Sneezing,Newcastle Disease
40.2,74.0,High,High,Weak,Lethargy|Sneezing|Nasal Discharge|Watery Eyes,Avian Influenza
40.5,58.9,High,High,Moderate,Lethargy,Healthy
41.6,60.1,Low,Medium,Weak,Lethargy|Twisted Neck|Diarrhea,Newcastle Disease
42.0,68.3,Low,Medium,Weak,Reduced Egg Production|Twisted Neck|Watery Eyes|Sneezing|Ruffled Feathers|Swollen Head|Diarrhea,Newcastle Disease
41.5,53.1,High,Low,Moderate,Reduced Egg Production,Healthy
42.2,85.5,Medium,Medium,Weak,Sneezing|Lethargy|Diarrhea|Reduced Egg Production|Coughing|Watery Eyes,Newcastle Disease
41.0,47.0,Medium,High,Active,Sneezing|Coughing,Healthy
42.0,78.5,Low,High,Weak,Twisted Neck|Nasal Discharge|Sneezing|Swollen Head,Newcastle Disease
41.5,83.0,Medium,Medium,Moderate,None,Healthy
41.4,82.1,Medium,Low,Weak,Diarrhea|Twisted Neck|Nasal Discharge|Sneezing|Difficulty Breathing|Lethargy|Coughing,Newcastle Disease
41.8,66.5,High,Low,Active,Lethargy,Healthy
41.5,68.3,Medium,High,Weak,Reduced Feeding|Difficulty Breathing|Diarrhea|Reduced Egg Production|Swollen Head|Nasal Discharge|Ruffled Feathers,Avian Influenza
41.5,56.0,High,High,Active,Sneezing,Healthy
42.0,85.1,Medium,Low,Weak,Twisted Neck|Sneezing|Coughing|Difficulty Breathing|Reduced Egg Production|Diarrhea,Newcastle Disease
41.5,52.7,Medium,Low,Weak,Twisted Neck|Difficulty Breathing|Reduced Egg Production|Ruffled Feathers|Coughing,Newcastle Disease
42.2,97.6,Medium,Medium,Weak,Difficulty Breathing|Reduced Feeding|Coughing|Nasal Discharge|Lethargy|Twisted Neck|Sneezing,Avian Influenza
42.9,61.6,Low,Low,Weak,Difficulty Breathing|Twisted Neck|Ruffled Feathers,Newcastle Disease
42.2,90.1,Low,Medium,Weak,Sneezing|Twisted Neck|Diarrhea|Coughing|Reduced Feeding|Difficulty Breathing|Nasal Discharge,Newcastle Disease
41.2,70.1,Low,Low,Moderate,Swollen Head|Coughing|Lethargy|Nasal Discharge,Avian Influenza
41.7,87.1,Medium,Medium,Weak,Watery Eyes|Lethargy|Swollen Head|Sneezing|Reduced Feeding,Avian Influenza
41.0,63.0,High,High,Active,None,Healthy
41.9,81.3,Low,High,Weak,Reduced Feeding|Nasal Discharge|Ruffled Feathers|Watery Eyes|Difficulty Breathing|Reduced Egg Production,Newcastle Disease
42.9,75.6,Low,Low,Weak,Diarrhea|Swollen Head|Reduced Feeding,Avian Influenza
42.2,74.3,Low,Medium,Weak,Coughing|Lethargy|Ruffled Feathers|Swollen Head|Twisted Neck|Difficulty Breathing|Reduced Feeding,Avian Influenza
43.0,61.5,Low,Low,Weak,Swollen Head|Nasal Discharge|Difficulty Breathing|Reduced Egg Production,Avian Influenza
42.0,60.0,High,Low,Active,None,Healthy
41.3,52.7,Medium,Medium,Active,Ruffled Feathers|Reduced Feeding,Healthy
42.4,63.8,Low,Low,Weak,Twisted Neck|Reduced Egg Production|Coughing|Lethargy,Newcastle Disease
42.0,63.1,Low,Medium,Weak,Nasal Discharge|Reduced Egg Production|Difficulty Breathing|Ruffled Feathers|Swollen Head|Coughing|Watery Eyes,Avian Influenza
42.2,56.9,Low,Medium,Active,Difficulty Breathing|Nasal Discharge|Twisted Neck|Ruffled Feathers|Coughing|Sneezing,Newcastle Disease
42.8,53.0,Low,Low,Weak,Watery Eyes|Sneezing|Coughing,Newcastle Disease
42.9,67.0,Medium,High,Weak,Coughing|Reduced Feeding|Difficulty Breathing|Nasal Discharge|Diarrhea|Twisted Neck,Avian Influenza
41.9,61.4,High,High,Active,None,Healthy
42.7,73.5,Medium,Medium,Weak,Coughing|Watery Eyes|Swollen Head|Ruffled Feathers|Reduced Egg Production|Lethargy,Avian Influenza
41.9,82.8,Low,High,Weak,Twisted Neck|Reduced Feeding|Coughing|Difficulty Breathing|Diarrhea|Reduced Egg Production|Watery Eyes,Newcastle Disease
41.3,51.8,High,Medium,Moderate,None,Healthy
42.3,68.9,Low,Medium,Weak,Sneezing|Twisted Neck|Lethargy,Newcastle Disease
41.8,83.9,Low,Low,Weak,Lethargy|Swollen Head|Nasal Discharge|Sneezing|Reduced Feeding|Ruffled Feathers|Diarrhea,Avian Influenza
41.3,69.6,High,Medium,Active,Sneezing,Healthy
41.0,60.8,High,High,Active,Reduced Egg Production,Healthy
41.8,54.3,High,Low,Weak,Lethargy|Difficulty Breathing|Reduced Egg Production|Ruffled Feathers|Nasal Discharge|Swollen Head|Coughing,Avian Influenza
40.9,50.6,Medium,Low,Active,None,Healthy
41.8,100.0,Low,Low,Moderate,Coughing|Lethargy|Twisted Neck|Reduced Feeding|Sneezing,Newcastle Disease
42.6,71.9,Low,Medium,Weak,Nasal Discharge|Reduced Egg Production|Twisted Neck|Watery Eyes,Newcastle Disease
42.6,76.8,Medium,High,Weak,Diarrhea|Watery Eyes|Coughing|Twisted Neck,Newcastle Disease
42.2,51.6,Low,Low,Weak,Nasal Discharge|Twisted Neck|Reduced Feeding|Coughing|Sneezing|Lethargy,Newcastle Disease
41.3,62.2,High,High,Moderate,None,Healthy
41.8,47.5,Low,Medium,Weak,Coughing|Sneezing|Difficulty Breathing,Newcastle Disease
41.3,65.0,High,Medium,Active,None,Healthy
42.4,60.9,Low,Low,Weak,Lethargy|Reduced Feeding|Nasal Discharge,Newcastle Disease
41.2,58.2,High,High,Weak,None,Healthy
43.2,73.5,Low,Medium,Moderate,Reduced Feeding|Watery Eyes|Difficulty Breathing|Reduced Egg Production,Newcastle Disease
41.1,50.2,Medium,High,Active,Lethargy,Healthy
40.8,73.3,Low,High,Active,Lethargy,Healthy
41.3,47.6,High,High,Active,None,Healthy
41.3,66.7,Medium,Low,Moderate,Ruffled Feathers,Healthy
42.0,54.6,Low,Low,Weak,Reduced Egg Production|Coughing|Sneezing,Avian Influenza
41.2,71.0,High,High,Moderate,None,Healthy
41.8,79.6,Low,Medium,Weak,Ruffled Feathers|Lethargy|Reduced Feeding|Coughing,Avian Influenza
41.3,91.8,Low,Low,Weak,Coughing|Nasal Discharge|Swollen Head|Sneezing|Reduced Feeding|Ruffled Feathers,Avian Influenza
42.9,67.5,Low,Medium,Weak,Twisted Neck|Sneezing|Nasal Discharge|Coughing|Diarrhea,Newcastle Disease
40.6,60.5,Low,Medium,Active,Diarrhea,Healthy
41.2,58.1,Low,High,Active,Ruffled Feathers|Reduced Egg Production,Healthy
41.5,81.5,Medium,Medium,Weak,Coughing|Difficulty Breathing|Lethargy|Ruffled Feathers|Nasal Discharge|Reduced Egg Production,Avian Influenza
41.4,68.4,High,High,Moderate,Coughing,Healthy
41.1,50.5,High,Medium,Active,Coughing|Reduced Feeding,Healthy
43.4,75.8,Low,Medium,Active,Coughing|Difficulty Breathing|Twisted Neck|Diarrhea|Sneezing|Ruffled Feathers|Nasal Discharge,Newcastle Disease
42.7,99.8,Low,Medium,Moderate,Difficulty Breathing|Swollen Head|Ruffled Feathers|Nasal Discharge|Sneezing,Avian Influenza
42.0,74.7,Medium,Low,Weak,Twisted Neck|Reduced Egg Production|Sneezing|Nasal Discharge,Avian Influenza
40.9,64.1,High,Medium,Active,None,Healthy
42.8,79.1,Medium,Low,Weak,Twisted Neck|Watery Eyes|Nasal Discharge|Diarrhea|Coughing|Reduced Feeding,Newcastle Disease
41.1,57.4,Low,High,Active,None,Healthy
41.0,44.1,High,High,Weak,Watery Eyes,Healthy
42.3,65.8,Medium,Low,Weak,Diarrhea|Swollen Head|Difficulty Breathing|Nasal Discharge|Watery Eyes,Avian Influenza
41.8,64.4,Low,High,Moderate,Difficulty Breathing,Healthy
41.3,61.7,Medium,Medium,Active,None,Healthy
41.8,48.4,High,High,Active,Reduced Feeding,Healthy
42.5,84.8,Low,Low,Weak,Reduced Feeding|Watery Eyes|Swollen Head|Reduced Egg Production|Lethargy|Ruffled Feathers|Diarrhea,Avian Influenza
41.6,71.3,Low,Low,Weak,Ruffled Feathers|Reduced Feeding|Difficulty Breathing|Reduced Egg Production,Avian Influenza
43.3,67.7,High,Medium,Weak,Diarrhea|Twisted Neck|Lethargy|Ruffled Feathers|Coughing|Difficulty Breathing|Sneezing,Newcastle Disease
42.7,74.5,Low,Low,Moderate,Swollen Head|Lethargy|Difficulty Breathing,Avian Influenza
40.6,71.6,High,High,Active,Difficulty Breathing,Healthy
43.1,98.1,Low,Medium,Weak,Reduced Feeding|Reduced Egg Production|Sneezing|Twisted Neck|Diarrhea|Lethargy,Newcastle Disease
41.6,73.0,Medium,Medium,Active,None,Healthy
41.1,54.0,Medium,High,Active,Reduced Feeding,Healthy
42.5,79.9,Low,Medium,Moderate,Sneezing|Difficulty Breathing|Nasal Discharge,Newcastle Disease
41.5,65.1,Low,Low,Active,Difficulty Breathing|Watery Eyes|Sneezing|Lethargy|Reduced Egg Production|Coughing,Avian Influenza
40.8,63.4,High,Medium,Active,Difficulty Breathing,Healthy
40.9,59.0,Medium,Medium,Active,None,Healthy
42.0,69.2,Medium,Medium,Weak,None,Healthy
41.9,64.1,Medium,High,Moderate,None,Healthy
43.0,64.4,Low,Low,Weak,Nasal Discharge|Swollen Head|Lethargy|Sneezing|Watery Eyes|Ruffled Feathers|Reduced Egg Production,Avian Influenza
42.8,65.7,Medium,Low,Weak,Diarrhea|Watery Eyes|Reduced Feeding|Coughing|Difficulty Breathing|Twisted Neck,Newcastle Disease
43.4,86.1,Low,Medium,Weak,Sneezing|Lethargy|Difficulty Breathing|Nasal Discharge|Twisted Neck|Diarrhea|Coughing,Newcastle Disease
40.6,87.3,Medium,Low,Weak,Swollen Head|Ruffled Feathers|Nasal Discharge|Sneezing,Avian Influenza
41.0,62.5,Medium,High,Moderate,None,Healthy
43.4,85.7,Low,Medium,Moderate,Reduced Egg Production|Twisted Neck|Sneezing|Difficulty Breathing|Nasal Discharge,Newcastle Disease
43.2,64.4,Low,Medium,Moderate,Twisted Neck|Reduced Feeding|Sneezing|Swollen Head|Lethargy|Coughing,Newcastle Disease
42.4,87.2,Low,Low,Moderate,Nasal Discharge|Twisted Neck|Diarrhea|Reduced Egg Production|Ruffled Feathers,Newcastle Disease
42.7,80.1,Low,Low,Weak,Difficulty Breathing|Coughing|Nasal Discharge|Ruffled Feathers|Reduced Feeding|Sneezing|Reduced Egg Production,Avian Influenza
41.2,85.9,Low,High,Moderate,Reduced Egg Production|Watery Eyes|Swollen Head,Avian Influenza
41.1,67.9,Medium,Medium,Active,None,Healthy
43.0,70.2,Medium,Low,Weak,Lethargy|Ruffled Feathers|Watery Eyes|Swollen Head,Avian Influenza
41.7,41.8,High,High,Moderate,Diarrhea,Healthy
41.0,54.1,High,Medium,Moderate,None,Healthy
40.9,67.0,Medium,High,Weak,None,Healthy
41.3,73.3,High,High,Active,None,Healthy
41.9,83.1,Low,High,Weak,Twisted Neck|Swollen Head|Nasal Discharge|Difficulty Breathing|Diarrhea|Coughing|Sneezing,Newcastle Disease
42.6,93.4,Medium,High,Weak,Ruffled Feathers|Sneezing|Coughing|Diarrhea|Twisted Neck|Lethargy|Difficulty Breathing,Newcastle Disease
41.3,70.7,Low,Low,Weak,Difficulty Breathing|Reduced Feeding|Reduced Egg Production,Avian Influenza
42.3,74.5,Low,Medium,Moderate,Diarrhea|Nasal Discharge|Coughing|Watery Eyes,Newcastle Disease
42.3,88.7,Low,Medium,Moderate,Watery Eyes|Ruffled Feathers|Diarrhea|Lethargy|Twisted Neck|Reduced Feeding,Newcastle Disease
40.9,52.6,Medium,Medium,Active,Reduced Egg Production,Healthy
41.1,45.2,Medium,High,Moderate,Twisted Neck|Watery Eyes,Healthy
42.7,57.2,Low,Medium,Weak,Swollen Head|Sneezing|Difficulty Breathing|Twisted Neck,Newcastle Disease
42.6,78.7,Low,Low,Active,Reduced Feeding|Difficulty Breathing|Nasal Discharge|Twisted Neck,Newcastle Disease
41.2,75.9,Medium,Low,Weak,Sneezing|Coughing|Watery Eyes,Avian Influenza
41.2,50.2,High,High,Active,None,Healthy
41.4,56.1,Low,High,Active,Diarrhea,Healthy
42.8,92.2,Low,Medium,Weak,Ruffled Feathers|Nasal Discharge|Lethargy|Twisted Neck,Newcastle Disease
41.4,53.1,High,Medium,Moderate,None,Healthy
41.4,58.7,Low,High,Moderate,None,Healthy
42.2,82.6,Medium,Low,Weak,Reduced Feeding|Coughing|Lethargy|Watery Eyes|Difficulty Breathing|Swollen Head|Nasal Discharge,Avian Influenza
41.4,64.7,High,High,Active,Sneezing,Healthy
42.1,75.1,Low,High,Moderate,Sneezing|Reduced Feeding|Reduced Egg Production|Nasal Discharge,Newcastle Disease
40.7,61.7,High,High,Active,None,Healthy
41.6,47.3,Medium,High,Moderate,Lethargy|Reduced Feeding,Healthy
40.8,66.8,Low,High,Weak,None,Healthy
41.7,67.8,Medium,Low,Weak,Reduced Feeding|Sneezing|Lethargy,Avian Influenza
40.7,66.7,High,High,Active,Ruffled Feathers,Healthy
42.1,83.1,Low,High,Weak,Difficulty Breathing|Nasal Discharge|Lethargy|Ruffled Feathers,Avian Influenza
40.6,56.8,High,High,Active,Reduced Egg Production,Healthy
42.2,73.1,Low,Medium,Weak,Swollen Head|Reduced Feeding|Lethargy|Ruffled Feathers|Twisted Neck|Difficulty Breathing|Nasal Discharge,Avian Influenza
42.0,51.8,High,High,Active,Coughing,Healthy
41.3,72.0,Low,Low,Active,Difficulty Breathing|Twisted Neck|Diarrhea|Watery Eyes|Ruffled Feathers|Swollen Head,Newcastle Disease
42.6,74.9,Medium,Medium,Weak,Difficulty Breathing|Lethargy|Sneezing,Newcastle Disease
41.2,86.5,Low,Low,Weak,Sneezing|Swollen Head|Difficulty Breathing|Lethargy|Watery Eyes|Coughing|Reduced Feeding,Avian Influenza
41.2,60.5,High,High,Weak,None,Healthy
41.4,59.2,High,High,Active,None,Healthy
41.0,51.7,High,High,Moderate,None,Healthy
43.1,72.3,Low,Low,Weak,Diarrhea|Difficulty Breathing|Swollen Head|Sneezing|Lethargy|Ruffled Feathers,Avian Influenza
43.3,87.5,Low,Low,Weak,Ruffled Feathers|Sneezing|Twisted Neck|Swollen Head|Reduced Egg Production|Diarrhea,Newcastle Disease
41.8,65.0,Low,Low,Weak,Difficulty Breathing|Ruffled Feathers|Coughing|Reduced Egg Production|Sneezing,Avian Influenza
41.1,63.3,High,High,Moderate,None,Healthy
41.3,57.6,High,High,Active,None,Healthy
41.3,51.6,High,High,Active,None,Healthy
42.5,70.1,Low,Low,Weak,Sneezing|Difficulty Breathing|Nasal Discharge|Diarrhea|Ruffled Feathers|Lethargy,Avian Influenza
42.2,71.2,Low,Low,Weak,Coughing|Ruffled Feathers|Diarrhea|Difficulty Breathing,Newcastle Disease
40.8,88.8,Low,Low,Weak,Watery Eyes|Coughing|Ruffled Feathers|Nasal Discharge|Difficulty Breathing|Reduced Feeding,Avian Influenza
41.1,46.9,High,Low,Weak,Reduced Feeding,Healthy
43.3,64.2,Low,Low,Weak,Twisted Neck|Reduced Feeding|Sneezing|Coughing|Ruffled Feathers|Nasal Discharge|Watery Eyes,Newcastle Disease
42.8,66.7,Low,Low,Weak,Reduced Feeding|Reduced Egg Production|Nasal Discharge|Swollen Head,Newcastle Disease
41.4,65.1,High,Medium,Active,Watery Eyes,Healthy
41.3,65.8,Low,Medium,Moderate,Sneezing|Ruffled Feathers|Swollen Head,Avian Influenza
42.8,71.8,Low,Medium,Weak,Watery Eyes|Sneezing|Nasal Discharge|Swollen Head|Ruffled Feathers|Lethargy,Avian Influenza
41.3,60.5,Low,Low,Weak,Nasal Discharge|Lethargy|Watery Eyes|Ruffled Feathers,Avian Influenza
42.7,77.9,Low,Low,Weak,Nasal Discharge|Swollen Head|Ruffled Feathers|Difficulty Breathing|Reduced Feeding|Diarrhea,Avian Influenza
40.7,49.3,High,Medium,Active,Watery Eyes,Healthy
41.5,60.8,Medium,Medium,Active,Swollen Head,Healthy
42.0,100.0,Medium,Low,Weak,Nasal Discharge|Difficulty Breathing|Reduced Egg Production|Lethargy|Reduced Feeding|Swollen Head|Ruffled Feathers,Avian Influenza
41.3,47.1,High,Medium,Active,None,Healthy
41.1,70.5,Low,Low,Weak,Swollen Head|Reduced Egg Production|Coughing|Reduced Feeding|Nasal Discharge,Avian Influenza
42.9,70.1,Medium,Medium,Moderate,Difficulty Breathing|Coughing|Swollen Head|Ruffled Feathers|Watery Eyes|Twisted Neck|Reduced Feeding,Avian Influenza
40.9,75.0,Low,Low,Weak,Ruffled Feathers|Watery Eyes|Diarrhea|Difficulty Breathing|Reduced Feeding,Newcastle Disease
43.5,86.5,Medium,Low,Weak,Ruffled Feathers|Lethargy|Coughing|Sneezing|Watery Eyes|Reduced Feeding,Avian Influenza
41.8,69.4,High,High,Active,None,Healthy
40.9,59.5,High,High,Active,Reduced Egg Production|Difficulty Breathing,Healthy
41.7,69.6,High,Medium,Active,None,Healthy
42.0,68.2,Medium,High,Active,Watery Eyes|Lethargy|Reduced Feeding|Difficulty Breathing|Diarrhea|Reduced Egg Production,Newcastle Disease
41.3,65.5,High,High,Weak,None,Healthy
40.2,72.8,Medium,Medium,Moderate,None,Healthy
42.0,76.0,Low,Low,Weak,Swollen Head|Reduced Feeding|Coughing,Avian Influenza
42.5,69.4,Low,Medium,Weak,Coughing|Difficulty Breathing|Swollen Head|Reduced Egg Production,Avian Influenza
41.5,53.7,Low,Medium,Active,None,Healthy
40.9,50.7,High,High,Active,None,Healthy
43.1,52.2,Medium,Medium,Weak,Difficulty Breathing|Reduced Feeding|Nasal Discharge|Swollen Head|Lethargy|Sneezing,Avian Influenza
41.3,66.3,High,High,Moderate,None,Healthy
41.3,53.6,High,High,Moderate,Diarrhea,Healthy
41.9,51.7,High,Medium,Moderate,None,Healthy
42.7,87.2,Low,Medium,Weak,Diarrhea|Lethargy|Sneezing|Swollen Head,Newcastle Disease
41.4,51.9,High,High,Moderate,None,Healthy
42.3,67.2,Medium,Medium,Moderate,Lethargy|Sneezing|Reduced Egg Production|Coughing|Swollen Head|Difficulty Breathing|Nasal Discharge,Avian Influenza
41.9,69.8,Low,Low,Weak,Twisted Neck|Coughing|Reduced Feeding|Sneezing|Ruffled Feathers|Lethargy,Newcastle Disease
42.9,85.9,Low,Low,Moderate,Diarrhea|Swollen Head|Coughing|Twisted Neck|Sneezing,Newcastle Disease
41.1,61.4,High,High,Active,None,Healthy
41.9,99.8,Medium,Low,Weak,Coughing|Difficulty Breathing|Ruffled Feathers,Newcastle Disease
42.2,78.0,Low,High,Weak,Lethargy|Reduced Egg Production|Difficulty Breathing|Reduced Feeding,Newcastle Disease
42.7,92.3,Low,Low,Weak,Reduced Feeding|Difficulty Breathing|Watery Eyes|Lethargy|Ruffled Feathers,Avian Influenza
42.9,63.7,Low,Low,Weak,Difficulty Breathing|Coughing|Nasal Discharge|Reduced Feeding|Watery Eyes,Avian Influenza
42.4,82.6,Medium,Medium,Weak,Sneezing|Coughing|Difficulty Breathing|Ruffled Feathers|Swollen Head,Newcastle Disease
42.5,80.6,Medium,Medium,Weak,Sneezing|Reduced Feeding|Coughing|Diarrhea|Ruffled Feathers,Avian Influenza
42.3,82.3,Low,Low,Moderate,Nasal Discharge|Difficulty Breathing|Lethargy|Swollen Head|Sneezing|Ruffled Feathers,Avian Influenza
42.8,77.1,Low,High,Weak,Reduced Feeding|Diarrhea|Nasal Discharge|Coughing|Swollen Head|Watery Eyes,Avian Influenza
41.2,68.2,Medium,Low,Active,None,Healthy
41.2,57.2,High,High,Weak,None,Healthy
41.4,59.7,Medium,High,Active,Diarrhea,Healthy
42.2,90.8,Low,Medium,Weak,Twisted Neck|Sneezing|Reduced Feeding|Coughing|Nasal Discharge|Difficulty Breathing|Diarrhea,Newcastle Disease
42.4,79.7,Low,Low,Weak,Difficulty Breathing|Ruffled Feathers|Twisted Neck|Reduced Egg Production|Swollen Head|Lethargy|Watery Eyes,Newcastle Disease
42.8,72.3,Low,Low,Weak,Reduced Egg Production|Twisted Neck|Coughing|Sneezing|Ruffled Feathers|Difficulty Breathing|Watery Eyes,Newcastle Disease
42.6,85.0,Low,Medium,Weak,Difficulty Breathing|Watery Eyes|Nasal Discharge|Coughing,Avian Influenza
40.9,79.3,Low,Low,Weak,Coughing|Swollen Head|Diarrhea|Ruffled Feathers|Twisted Neck|Lethargy,Avian Influenza
40.8,53.7,Low,High,Moderate,Reduced Feeding|Difficulty Breathing|Swollen Head|Reduced Egg Production,Avian Influenza
41.2,66.5,High,High,Weak,Diarrhea,Healthy
41.9,86.6,Low,Medium,Weak,Coughing|Sneezing|Watery Eyes|Difficulty Breathing|Reduced Feeding|Diarrhea|Lethargy,Newcastle Disease
41.5,39.6,High,High,Active,Diarrhea,Healthy
41.2,63.3,High,Medium,Active,Lethargy,Healthy
41.0,76.9,High,High,Moderate,Coughing,Healthy
41.4,45.6,High,High,Active,Sneezing,Healthy
42.5,90.0,Low,High,Moderate,Coughing|Ruffled Feathers|Lethargy,Newcastle Disease
41.1,75.1,Low,Low,Weak,Swollen Head|Sneezing|Nasal Discharge|Coughing|Lethargy|Reduced Feeding,Avian Influenza
40.8,57.8,High,Medium,Active,Ruffled Feathers,Healthy
42.5,80.8,Medium,Medium,Weak,Lethargy|Swollen Head|Difficulty Breathing|Nasal Discharge,Avian Influenza
42.9,74.0,Low,Low,Weak,Difficulty Breathing|Diarrhea|Twisted Neck|Nasal Discharge|Reduced Egg Production|Sneezing,Newcastle Disease
40.5,60.9,Medium,High,Moderate,None,Healthy
43.1,84.6,Low,Medium,Weak,Sneezing|Twisted Neck|Nasal Discharge,Newcastle Disease
41.4,56.6,High,High,Moderate,None,Healthy
42.5,82.5,Low,Low,Weak,Reduced Egg Production|Coughing|Watery Eyes|Lethargy,Newcastle Disease
41.6,66.0,Medium,Medium,Weak,Difficulty Breathing|Watery Eyes|Diarrhea|Twisted Neck,Newcastle Disease
41.5,56.4,High,Medium,Active,Sneezing|Ruffled Feathers,Healthy
40.6,74.3,High,High,Active,None,Healthy
41.6,79.2,Low,Low,Weak,Sneezing|Reduced Feeding|Nasal Discharge|Diarrhea,Newcastle Disease
42.3,69.2,Low,Low,Moderate,Lethargy|Swollen Head|Reduced Feeding|Watery Eyes|Difficulty Breathing|Nasal Discharge|Coughing,Avian Influenza
41.1,50.2,Medium,Medium,Moderate,None,Healthy
41.1,79.0,Low,Low,Moderate,Swollen Head|Nasal Discharge|Coughing|Reduced Egg Production|Twisted Neck,Avian Influenza
42.2,71.7,Low,Low,Weak,Twisted Neck|Lethargy|Reduced Feeding|Reduced Egg Production|Watery Eyes|Difficulty Breathing,Newcastle Disease
41.4,81.0,Low,Medium,Weak,Lethargy|Watery Eyes|Swollen Head,Avian Influenza
41.3,73.6,Low,Medium,Moderate,Swollen Head|Coughing|Diarrhea|Lethargy|Nasal Discharge,Avian Influenza
41.9,71.9,Low,Low,Moderate,Nasal Discharge|Twisted Neck|Lethargy|Watery Eyes,Newcastle Disease
43.2,76.7,Low,Low,Moderate,Diarrhea|Coughing|Sneezing|Reduced Egg Production|Lethargy|Ruffled Feathers,Newcastle Disease
41.1,85.5,Medium,Medium,Weak,Nasal Discharge|Reduced Feeding|Difficulty Breathing|Watery Eyes|Sneezing,Avian Influenza
41.2,41.6,High,Medium,Active,None,Healthy
40.9,72.6,High,Medium,Moderate,Sneezing,Healthy
40.9,59.6,Low,Medium,Active,None,Healthy
41.8,80.8,Low,Medium,Weak,Reduced Egg Production|Coughing|Nasal Discharge|Sneezing|Swollen Head|Diarrhea|Reduced Feeding,Avian Influenza
41.2,90.8,Low,Low,Weak,Sneezing|Swollen Head|Watery Eyes|Coughing|Reduced Feeding|Diarrhea|Ruffled Feathers,Avian Influenza
41.6,57.6,Medium,High,Moderate,None,Healthy
41.2,71.5,High,Low,Weak,Watery Eyes|Difficulty Breathing|Coughing,Newcastle Disease
42.5,61.0,Low,Low,Weak,Watery Eyes|Lethargy|Twisted Neck|Reduced Egg Production|Ruffled Feathers|Coughing,Newcastle Disease
40.8,54.0,Medium,High,Active,Ruffled Feathers,Healthy
42.3,75.5,Low,Low,Moderate,Lethargy|Nasal Discharge|Reduced Feeding|Reduced Egg Production|Difficulty Breathing|Swollen Head,Avian Influenza
41.0,65.0,High,Medium,Active,None,Healthy
40.6,72.0,High,Medium,Active,None,Healthy
42.5,74.2,Low,Low,Moderate,Reduced Egg Production|Coughing|Watery Eyes,Newcastle Disease
40.6,68.1,Low,Low,Weak,Coughing|Lethargy|Watery Eyes|Reduced Feeding,Avian Influenza
40.8,41.3,High,High,Moderate,None,Healthy
42.2,70.7,Low,Low,Weak,Twisted Neck|Lethargy|Reduced Feeding,Newcastle Disease
41.5,71.2,Low,Medium,Moderate,Watery Eyes|Twisted Neck|Reduced Feeding|Nasal Discharge,Newcastle Disease
41.5,66.5,Medium,High,Moderate,Reduced Feeding,Healthy
41.1,55.4,High,High,Active,None,Healthy
